(فَا. مِن اِرْتَجَلَ)	مُرْتَجِلٌ-مُرْتَجِلٌ، ةٌ 	
(فَا. مِن اِرْتَدَّ)	مُرْتَدٌّ-مُرْتَدٌّ، ةٌ 	
(فَا. مِن اِرْتَزَقَ)	مُرْتَزِقٌ-مُرْتَزِقٌ، ةٌ 	
(فَا. مِن اِرْتَشَى)	مُرْتَشِي-مُرْتَشِي، مُرْتَشٍ، ةٌ 	
(فَا. مِن اِرْتَعَبَ)	مُرْتَعِبٌ-مُرْتَعِبٌ، ةٌ 	
(فَا. مِن اِرْتَعَدَ)	مُرْتَعِدٌ-مُرْتَعِدٌ، ةٌ 	
(فَا. مِن اِرْتَعَشَ)	مُرْتَعِشٌ-مُرْتَعِشٌ، ةٌ 	
(فَا. مِن اِرْتَفَعَ)	مُرْتَفِعٌ-مُرْتَفِعٌ، ةٌ 	
(فَا. مِن اِرْتَقَبَ)	مُرْتَقِبٌ-مُرْتَقِبٌ، ةٌ 	
(فَا. مِن اِرْتَقَى)	مُرْتَقِي-مُرْتَقِي، مُرْتَقٍ، ةٌ 	
(فَا. مِن اِرْتَكَبَ)	مُرْتَكِبٌ-مُرْتَكِبٌ، ةٌ 	
(فَا. مِن اِرْتَكَزَ)	مُرْتَكِزٌ-مُرْتَكِزٌ، ةٌ 	
(فَا. مِن اِرْتَهَنَ)	مُرْتَهِنٌ-مُرْتَهِنٌ، ة 	
(فَا. مِن ازْدَحَمَ)	مُزْدَحِمٌ-مُزْدَحِمٌ، ةٌ 	
(فَا. مِن اِزْدَرَدَ)	مُزْدَرِدٌ-مُزْدَرِدٌ، ةٌ 	
(فَا. مِن اِزْدَرَى)	مُزْدَرِي-مُزْدَرِي، مُزْدَرٍ، ةٌ 	
(فَا. مِن اِزْدَهَرَ)	مُزْدَهِرٌ-مُزْدَهِرٌ، ةٌ 	
(فَا. مِن اِزْدَوَجَ)	مُزْدَوِجٌ-مُزْدَوِجٌ، ةٌ 	
(فَا. مِن اِزَّمَّلَ)	مُزَّمِّلٌ-مُزَّمِّلٌ، ة 	
(فَا. مِن اِسْتَأْثَرَ)	مُسْتَأْثِرٌ-مُسْتَأْثِرٌ، ةٌ 	
(فَا. مِن اِسْتَأْجَرَ)	مُسْتَأْجِرٌ-مُسْتَأْجِرٌ، ةٌ 	
(فَا. مِن اِسْتَأْنَفَ)	مُسْتَأْنِفٌ-مُسْتَأْنِفٌ، ةٌ 	
(فَا. مِن اِسْتَأْهَلَ)	مُسْتَأْهِلٌ-مُسْتَأْهِلٌ، ةٌ 	
(فَا. مِن اِسْتَاءَ)	مُسْتَاءٌ-مُسْتَاءٌ 	
(فَا. مِن اِسْتَبَدَّ)	مُسْتَبِدٌّ-مُسْتَبِدٌّ، ةٌ 	
(فَا. مِن اِسْتَبْشَرَ)	مُسْتَبْشِرٌ-مُسْتَبْشِرٌ، ةٌ 	
(فَا. مِن اِسْتَتَرَ)	مُسْتَتِرٌ-مُسْتَتِرٌ، ةٌ 	
(فَا. مِن اِسْتَثَارَ)	مُسْتَثِيرٌ-مُسْتَثِيرٌ، ةٌ 	
(فَا. مِن اِسْتَثْمَرَ)	مُسْتَثْمِرٌ-مُسْتَثْمِرٌ، ةٌ 	
(فَا. مِن اِسْتَجَارَ)	مُسْتَجِيرٌ-مُسْتَجِيرٌ، ةٌ 	
(فَا. مِن اِسْتَجْدَى)	مُسْتَجْدِي-مُسْتَجْدِي، مُسْتَجْدٍ، ةٌ 	
(فَا. مِن اِسْتَجْوَبَ)	مُسْتَجْوِبٌ-مُسْتَجْوِبٌ، ةٌ 	
(فَا. مِن اِسْتَحَالَ)	مُسْتَحِيلٌ-مُسْتَحِيلٌ، ة 	
(فَا. مِن اِسْتَحَقَّ)	مُسْتَحِقٌّ-مُسْتَحِقٌّ، ةٌ 	
(فَا. مِن اِسْتَحْوَذَ)	مُسْتَحْوِذٌ-مُسْتَحْوِذٌ، ةٌ 	
(فَا. مِن اِسْتَحْيا)	مُسْتَحِي-مُسْتَحِي، مُسْتَحٍ، ةٌ 	
(فَا. مِن اِسْتَخْدَمَ)	مُسْتَخْدِمٌ-مُسْتَخْدِمٌ، ةٌ 	
(فَا. مِن اِسْتَدَامَ)	مُسْتَدِيمٌ-مُسْتَدِيمٌ، ة 	
(فَا. مِن اِسْتَدَانَ)	مُسْتَدِينٌ-مُسْتَدِينٌ، ةٌ 	
(فَا. مِن اِسْتَدْعَى)	مُسْتَدْعِي-مُسْتَدْعِي، مُسْتَدْعٍ، ةٌ 	
(فَا. مِن اِسْتَرَاحَ)	مُسْتَرِيحٌ-مُسْتَرِيحٌ، ةٌ 	
(فَا. مِن اِسْتَرْسَلَ)	مُسْتَرْسِلٌ-مُسْتَرْسِلٌ، ةٌ 	
(فَا. مِن اِسْتَرَقَ)	مُسْتَرِقٌ-مُسْتَرِقٌ، ة 	
(فَا. مِن اِسْتَزَادَ)	مُسْتَزِيدٌ-مُسْتَزِيدٌ، ةٌ 	
(فَا. مِن اِسْتَسْلَمَ)	مُسْتَسْلِمٌ-مُسْتَسْلِمٌ، ةٌ 	
(فَا. مِن اِسْتَشَاطَ)	مُسْتَشِيطٌ-مُسْتَشِيطٌ، ةٌ 	
(فَا. مِن اِسْتَشْرَقَ)	مُسْتَشْرِقٌ-مُسْتَشْرِقٌ، ةٌ 	
(فَا. مِن اِسْتَطَارَ)	مُسْتَطِيرٌ-مُسْتَطِيرٌ، ةٌ 	
(فـا. من اِسْتَطَالَ)	مُسْتَطِيلٌ-مُسْتَطِيلٌ، ةٌ 	
(فَا. مِن اِسْتَعَارَ)	مُسْتَعِيرٌ-مُسْتَعِيرٌ، ة 	
(فَا. مِن اِسْتَعْبَدَ)	مُسْتَعْبِدٌ-مُسْتَعْبِدٌ، ةٌ 	
(فَا. مِن اِسْتَعْجَلَ)	مُسْتَعْجِلٌ-مُسْتَعْجِلٌ، ةٌ 	
(فَا. مِن اِسْتَعَدَّ)	مُسْتَعِدٌّ-مُسْتَعِدٌّ، ة 	
(فَا. مِن اِسْتَعَرَ)	مُسْتَعِرٌ-مُسْتَعِرٌ، ةٌ 	
(فَا. مِن اِسْتَعْرَبَ)	مُسْتَعْرِبٌ-مُسْتَعْرِبٌ، ةٌ 	
(فَا. مِن اِسْتَعْصَى)	مُسْتَعْصِي-مُسْتَعْصِي، مُسْتَعْصٍ، ةٌ 	
(فَا. مِن اِسْتَعْطَى)	مُسْتَعْطِي-مُسْتَعْطِي، مُسْتَعْطٍ، ةٌ 	
(فَا. مِن اِسْتَعْمَرَ)	مُسْتَعْمِرٌ-مُسْتَعْمِرٌ، ة 	
(فَا. مِن اِسْتَعْمَلَ)	مُسْتَعْمِلٌ-مُسْتَعْمِلٌ، ة 	
(فَا. مِن اِسْتَغَاثَ)	مُسْتَغِيثٌ-مُسْتَغِيثٌ، ةٌ 	
(فَا. مِن اِسْتَغْرَقَ)	مُسْتَغْرِقٌ-مُسْتَغْرِقٌ، ةٌ 	
(فَا. مِن اِسْتَغْفَرَ)	مُسْتَغْفِرٌ-مُسْتَغْفِرٌ، ةٌ 	
(فَا. مِن اِسْتَغَلَّ)	مُسْتَغِلٌّ-مُسْتَغِلٌّ، ة 	
(فَا. مِن اِسْتَفَادَ)	مُسْتَفِيدٌ-مُسْتَفِيدٌ، ةٌ 	
(فَا. مِن اِسْتَفَاضَ)	مُسْتَفِيضٌ-مُسْتَفِيضٌ، ةٌ 	
(فَا. مِن اِسْتَفَزَّ)	مُسْتَفِزٌّ-مُسْتَفِزٌّ، ةٌ 	
(فَا. مِن اِسْتَقَالَ)	مُسْتَقِيلٌ-مُسْتَقِيلٌ، ةٌ 	
(فَا. مِن اِسْتَقَامَ)	مُسْتَقِيمٌ-مُسْتَقِيمٌ، ةٌ 	
(فَا. مِن اِسْتَقْبَلَ)	مُسْتَقْبِلٌ-مُسْتَقْبِلٌ، ةٌ 	
(فَا. مِن اِسْتَقَرَّ)	مُسْتَقِرٌّ-مُسْتَقِرٌّ، ةٌ 	
(فَا. مِن اِسْتَقْصَى)	مُسْتَقْصِي-مُسْتَقْصِي، مُسْتَقْصٍ، ةٌ 	
(فَا. مِن اِسْتَقْطَبَ)	مُسْتَقْطِبٌ-مُسْتَقْطِبٌ، ةٌ 	
(فَا. مِن اِسْتَقَلَّ)	مُسْتَقِلٌّ-مُسْتَقِلٌّ، ةٌ 	
(فَا. مِن اِسْتَكْشَفَ)	مُسْتَكْشِفٌ-مُسْتَكْشِفٌ، ةٌ 	
(فَا. من اِسْتَلْزَمَ)	مُسْتَلْزِمٌ-مُسْتَلْزِمٌ، ةٌ 	
(فَا. مِن اِسْتَلَمَ)	مُسْتَلِمٌ-مُسْتَلِمٌ، ةٌ 	
(فَا. مِن اِسْتَمَاتَ)	مُسْتَمِيتٌ-مُسْتَمِيتٌ، ةٌ 	
(فَا. مِن اِسْتَمْتَعَ)	مُسْتَمْتِعٌ-مُسْتَمْتِعٌ، ةٌ 	
(فَا. مِن اِسْتَمَدَّ)	مُسْتَمِدٌّ-مُسْتَمِدٌّ، ةٌ 	
(فَا. مِن اِسْتَمَرَّ)	مُسْتَمِرٌّ-مُسْتَمِرٌّ، ةٌ 	
(فا. مِن اسْتَمَعَ)	مُسْتَمِعٌ-مُسْتَمِعٌ، ةٌ 	
(فَا. مِن اِسْتَنَارَ)	مُسْتَنِيرٌ-مُسْتَنِيرٌ، ةٌ 	
(فا. من اِسْتَنَدَ).	مُسْتَنِدٌ-مُسْتَنِدٌ، ةٌ 	
(فَا. مِن اِسْتَنْزَفَ)	مُسْتَنْزِفٌ-مُسْتَنْزِفٌ، ةٌ 	
(فَا. مِن اِسْتَنْسَخَ)	مُسْتَنْسِخٌ-مُسْتَنْسِخٌ، ةٌ 	
(فَا. مِن اِسْتَنْشَقَ)	مُسْتَنْشِقٌ-مُسْتَنْشِقٌ، ةٌ 	
(فَا. مِن اِسْتَنْطَقَ)	مُسْتَنْطِقٌ-مُسْتَنْطِقٌ، ة 	
(فَا. مِن اِسْتَنْفَرَ)	مُسْتَنْفِرٌ-مُسْتَنْفِرٌ، ةٌ 	
(فَا. مِن اِسْتَنْكَرَ)	مُسْتَنْكِرٌ-مُسْتَنْكِرٌ، ةٌ 	
(فَا. مِن اِسْتَنْكَفَ)	مُسْتَنْكِفٌ-مُسْتَنْكِفٌ، ةٌ 	
(فَا. مِن اِسْتَهْتَرَ)	مُسْتَهْتِرٌ-مُسْتَهْتِرٌ، ةٌ 	
(فَا. مِن اِسْتَهْجَنَ)	مُسْتَهْجِنٌ-مُسْتَهْجِنٌ، ةٌ 	
(فَا. مِن اِسْتَهْزَأَ)	مُسْتَهْزِئٌ-مُسْتَهْزِئٌ، ةٌ 	
(فَا. مِن اِسْتَهْلَكَ)	مُسْتَهْلِكٌ-مُسْتَهْلِكٌ، ةٌ 	
(فا. مِن اسْتُهِيمَ)	مُسْتَهَامٌ-مُسْتَهَامٌ، ة 	
(فا. مِن اِسْتَوْجَبَ)	مُسْتَوْجِبٌ-مُسْتَوْجِبٌ، ةٌ 	
(فَا. مِن اِسْتَوْحَشَ)	مُسْتَوْحِشٌ-مُسْتَوْحِشٌ، ةٌ 	
(فَا. مِن اِسْتَوْرَدَ)	مُسْتَوْرِدٌ-مُسْتَوْرِدٌ، ةٌ 	
(فَا. مِن اِسْتَوْعَبَ)	مُسْتَوْعِبٌ-مُسْتَوْعِبٌ، ةٌ 	
(فَا. مِن اِسْتَوْلَى)	مُسْتَوْلِي-مُسْتَوْلِي، مُسْتَوْلٍ، ةٌ 	
(فَا. مِن اِسْتَوَى)	مُسْتَوِي-مُسْتَوِي، مُسْتَوٍ، ةٌ 	
(فَا. مِن اِسْوَدَّ)	مُسْوَدٌّ-مُسْوَدٌّ، ةٌ 	
(فا. مِن اِشْتَاقَ)	مُشْتَاقٌ-مُشْتَاقٌ، ةٌ 	
(فَا. مِن اِشْتَبَهَ)	مُشْتَبِهٌ-مُشْتَبِهٌ، ة 	
(فَا. مِن اِشْتَرَكَ)	مُشْتَرِكٌ-مُشْتَرِكٌ، ةٌ 	
(فَا. مِن اِشْتَرَى)	مُشْتَرِي-مُشْتَرِي، مُشْتَرٍ، ةٌ 	
(فَا. مِن اِشْتَعَلَ)	مُشْتَعِلٌ-مُشْتَعِلٌ، ةٌ 	
(فَا. مِن اِشْتَكَى)	مُشْتَكِي-مُشْتَكِي، مُشْتَكٍ، ةٌ 	
(فَا. مِن اِشْتَمَلَ)	مُشْتَمِلٌ-مُشْتَمِلٌ، ةٌ 	
(فَا. مِن اِشْتَهَى)	مُشْتَهِي-مُشْتَهِي، مُشْتَهٍ، ةٌ 	
(فا. مِن اِشْمَأَزَّ)	مُشْمَئِزٌّ-مُشْمَئِزٌّ، ة 	
(فا. من اِشْمَخَرَّ)	مُشْمَخِرٌّ-مُشْمَخِرٌّ، ةٌ 	
(فَا. مِن اِصْطَحَبَ)	مُصْطَحِبٌ-مُصْطَحِبٌ، ةٌ 	
(فَا. مِن اِصْفَرَّ)	مُصْفَرٌّ-مُصْفَرٌّ، ةٌ 	
(فَا. مِن اِضْطَرَبَ)	مُضْطَرِبٌ-مُضْطَرِبٌ، ةٌ 	
(فَا. مِن اِضْطَرَمَ)	مُضْطَرِمٌ-مُضْطَرِمٌ، ةٌ 	
(فَا. مِن اِضْطَهَدَ)	مُضْطَهِدٌ-مُضْطَهِدٌ، ةٌ 	
(فَا. مِن اِطَّرَدَ)	مُطَّرِدٌ-مُطَّرِدٌ، ةٌ 	
(فا. مِن اِطَّلَعَ)	مُطَّلِعٌ-مُطَّلِعٌ، ةٌ 	
(فَا. مِن اِطْمَأَنَّ)	مُطْمَئِنٌّ-مُطْمَئِنٌّ، ة 	
(فَا. مِن اِعْتَدَّ)	مُعْتَدٌّ-مُعْتَدٌّ، ة 	
(فَا. مِن اِعْتَدَلَ)	مُعْتَدِلٌ-مُعْتَدِلٌ، ةٌ 	
(فَا. مِن اِعْتَدَى)	مُعْتَدِي-مُعْتَدِي، مُعْتَدٍ، ةٌ 	
(فَا. مِن اِعْتَرَضَ)	مُعْتَرِضٌ-مُعْتَرِضٌ، ةٌ 	
(فَا. مِن اِعْتَرَفَ)	مُعْتَرِفٌ-مُعْتَرِفٌ، ةٌ 	
(فَا. مِن اِعْتَزَلَ)	مُعْتَزِلٌ-مُعْتَزِلٌ، ةٌ 	
(فَا. مِن اِعْتَصَمَ)	مُعْتَصِمٌ-مُعْتَصِمٌ، ةٌ 	
(فَا. مِن اِعْتَقَدَ)	مُعْتَقِدٌ-مُعْتَقِدٌ، ةٌ 	
(فا. من اِعْتَمَدَ)	مُعْتَمِدٌ-مُعْتَمِدٌ، ةٌ 	
(فَا. مِن اِعْتَمَرَ)	مُعْتَمِرٌ-مُعْتَمِرٌ، ةٌ 	
(فَا. مِن اِعْتَنَقَ)	مُعْتَنِقٌ-مُعْتَنِقٌ، ةٌ 	
(فَا. مِن اِعْتَنَى)	مُعْتَنِي-مُعْتَنِي، مُعتَنٍ، ةٌ 	
(فَا. مِن اِعْوَجَّ)	مُعْوَجٌّ-مُعْوَجٌّ، ةٌ 	
(فَا. مِن اِغْتَبَطَ)	مُغْتَبِطٌ-مُغْتَبِطٌ، ة 	
(فَا. مِن اِغْتَرَبَ)	مُغْتَرِبٌ-مُغْتَرِبٌ، ةٌ 	
(فَا. مِن اِغْتَسَلَ)	مُغْتَسِلٌ-مُغْتَسِلٌ، ةٌ 	
(فَا. مِن اِغْتَصَبَ)	مُغْتَصِبٌ-مُغْتَصِبٌ، ةٌ 	
(فَا. مِن اِغْتَمَّ)	مُغْتَمٌّ-مُغْتَمٌّ، ةٌ 	
(فَا. مِن اِغْتَمَرَ)	مُغْتَمِرٌ-مُغْتَمِرٌ، ةٌ 	
(فَا. مِن اِفْتَرَسَ)	مُفْتَرِسٌ-مُفْتَرِسٌ، ةٌ 	
(فَا. مِن اِفْتَقَرَ)	مُفْتَقِرٌ-مُفْتَقِرٌ، ةٌ 	
(فا. من اقْتَبَسَ)	مُقْتَبِسٌ-مُقْتَبِسٌ، ة 	
(فا. من اِقْتَحَمَ)	مُقْتَحِمٌ-مُقْتَحِمٌ، ةٌ 	
(فا. من اِقْتَرَحَ)	مُقْتَرِحٌ-مُقْتَرِحٌ، ةٌ 	
(فا. من اِقْتَرَضَ)	مُقْتَرِضٌ-مُقْتَرِضٌ، ةٌ 	
(فا. من اِقْتَرَعَ)	مُقْتَرِعٌ-مُقْتَرِعٌ، ةٌ 	
(فا. من اِقْتَرَفَ)	مُقْتَرِفٌ-مُقْتَرِفٌ، ةٌ 	
(فا. من اِقْتَرَنَ)	مُقْتَرِنٌ-مُقْتَرِنٌ، ةٌ 	
(فا. من اِقْتَصَدَ)	مُقْتَصِدٌ-مُقْتَصِدٌ، ةٌ 	
(فا. من اِقْتَلَعَ)	مُقْتَلِعٌ-مُقْتَلِعٌ، ةٌ 	
(فا. من اِقْتَنَى)	مُقْتَنِي-مُقْتَنِي، مُقْتَنٍ، ةٌ 	
(فا. من اِقْشَعَرَّ)	مُقْشَعِرٌّ-مُقْشَعِرٌّ، ةٌ 	
(فَا. من اِقْنَتَعَ)	مُقْتَنِعٌ-مُقْتَنِعٌ، ةٌ 	
(فا. من اِكْتَأَبَ)	مُكْتَئِبٌ-مُكْتَئِبٌ، ةٌ 	
(فا. من اِكْتَتَبَ)	مُكْتَتِبٌ-مُكْتَتِبٌ، ة 	
(فا. من اِكْتَرَثَ)	مُكْتَرِثٌ-مُكْتَرِثٌ، ةٌ 	
(فا. من اِكْتَسَحَ)	مُكْتَسِحٌ-مُكْتَسِحٌ، ة 	
(فا. من اِكْتَفَى)	مُكْتَفِي-مُكْتَفِي، مُكْتَفٍ، ةٌ 	
(فا. من اِكْتَمَلَ)	مُكْتَمِلٌ-مُكْتَمِلٌ، ةٌ 	
(فا. من اِكْتَنَزَ)	مُكْتَنِزٌ-مُكْتَنِزٌ، ةٌ 	
(فا. من اِكْفَهَرَّ)	مُكْفَهِرٌّ-مُكْفَهِرٌّ، ةٌ 	
(فا. من اِلْتَأَمَ)	مُلْتَئِمٌ-مُلْتَئِمٌ، ةٌ 	
(فا. من اِلْتَبَسَ)	مُلْتَبِسٌ-مُلْتَبِسٌ، ةٌ 	
(فا. من اِلْتَحَقَ)	مُلْتَحِقٌ-مُلْتَحِقٌ، ةٌ 	
(فا. من اِلْتَحَمَ)	مُلْتَحِمٌ-مُلْتَحِمٌ، ةٌ 	
(فا. من اِلْتَحَى)	مُلْتَحِي-مُلْتَحِي، مُلْتَحٍ، ة 	
(فا. من اِلْتَزَقَ)	مُلْتَزِقٌ-مُلْتَزِقٌ، ةٌ 	
(فا. من اِلْتَزَمَ)	مُلْتَزِمٌ-مُلْتَزِمٌ، ةٌ 	
(فا. من اِلْتَصَقَ)	مُلْتَصِقٌ-مُلْتَصِقٌ، ةٌ 	
(فا. مِن اِمتَازَ)	مُمْتَازٌ-مُمْتَازٌ، ةٌ 	
(فا. من اِمْتَحَنَ)	مُمْتَحِنٌ-مُمْتَحِنٌ، ةٌ 	
(فا. من اِمْتَقَعَ)	مُمْتَقِعٌ-مُمْتَقِعٌ، ةٌ 	
(فا. من اِمْتَلأَ)	مُمْتَلِئٌ-مُمْتَلِئٌ، ةٌ 	
(فا. من اِمْتَنَعَ)	مُمْتَنِعٌ-مُمْتَنِعٌ، ةٌ 	
(فا. من اِمْتَهَنَ)	مُمْتَهِنٌ-مُمْتَهِنٌ، ة 	
(فا. من اِنْبَتَّ)	مُنْبَتٌّ-مُنْبَتٌّ، ة 	
(فا. من اِنْبَثَّ)	مُنْبَثٌّ-مُنْبَثٌّ، ةٌ 	
(فا. من انبثق)	منبثقٌ-منبثقٌ، ة	
(فا. من اِنْبَسَطَ)	مُنْبَسِطٌ-مُنْبَسِطٌ، ةٌ 	
(فا. من اِنْبَطَحَ)	مُنْبَطِحٌ-مُنْبَطِحٌ، ةٌ 	
(فا. من اِنْتَبَهَ)	مُنْتَبِهٌ-مُنْتَبِهٌ، ةٌ 	
(فا. من اِنْتَحَبَ)	مُنْتَحِبٌ-مُنْتَحِبٌ، ةٌ 	
(فا. من اِنْتَحَرَ)	مُنْتَحِرٌ-مُنْتَحِرٌ، ةٌ 	
(فا. من اِنْتَحَلَ)	مُنْتَحِلٌ-مُنْتَحِلٌ، ةٌ 	
(فا. من اِنْتَخَبَ)	مُنْتَخِبٌ-مُنْتَخِبٌ، ةٌ 	
(فا. من اِنْتَسَبَ)	مُنْتَسِبٌ-مُنْتَسِبٌ، ةٌ 	
(فا. من اِنْتَصَبَ)	مُنْتَصِبٌ-مُنْتَصِبٌ، ةٌ 	
(فا. من اِنْتَصَرَ)	مُنْتَصِرٌ-مُنْتَصِرٌ، ةٌ 	
(فا. من اِنْتَظَمَ)	مُنْتَظِمٌ-مُنْتَظِمٌ، ةٌ 	
(فا. من اِنْتَعَشَ)	مُنْتَعِشٌ-مُنْتَعِشٌ، ةٌ 	
(فا. من اِنْتَفَخَ)	مُنْتَفِخٌ-مُنْتَفِخٌ، ةٌ 	
(فا. من اِنْتَفَشَ)	مُنْتَفِشٌ-مُنْتَفِشٌ، ةٌ 	
(فا. من اِنْتَفَعَ)	مُنْتَفِعٌ-مُنْتَفِعٌ، ةٌ 	
(فا. من اِنْتَقَدَ)	مُنْتَقِدٌ-مُنْتَقِدٌ، ةٌ 	
(فا. من اِنْتَقَلَ)	مُنْتَقِلٌ-مُنْتَقِلٌ، ةٌ 	
(فا. من اِنْتَقَمَ)	مُنْتَقِمٌ-مُنْتَقِمٌ، ةٌ 	
(فا. من اِنْتَقَى)	مُنْتَقِي-مُنْتَقِي، مُنْتَقٍ، ةٌ 	
(فا. من اِنْتَكَسَ)	مُنْتَكِسٌ-مُنْتَكِسٌ، ةٌ 	
(فا. من اِنْتَمَى)	مُنْتَمِي-مُنْتَمِي، مُنْتَمٍ، ةٌ 	
(فا. من اِنْتَهَكَ)	مُنْتَهِكٌ-مُنْتَهِكٌ، ةٌ 	
(فا. من اِنْتَهَى)	مُنْتَهِي-مُنْتَهِي، مُنْتَهٍ، ةٌ 	
(فا. من اِنْجَذَبَ)	مُنْجَذِبٌ-مُنْجَذِبٌ، ةٌ 	
(فا. من اِنْجَلَى)	مُنْجَلِي-مُنْجَلِي، مُنْجَلٍ، ةٌ 	
(فا. من اِنْحَدَرَ)	مُنْحَدِرٌ-مُنْحَدِرٌ، ةٌ 	
(فا. من اِنْحَرَفَ).	مُنْحَرِفٌ-مُنْحَرِفٌ، ةٌ 	
(فا. من اِنْحَصَرَ)	مُنْحَصِرٌ-مُنْحَصِرٌ، ةٌ 	
(فا. من اِنْحَلَّ)	مُنْحَلٌّ-مُنْحَلٌّ، ةٌ 	
(فا. من اِنْحَنَى)	مُنْحَنِي-مُنْحَنِي، مُنْحَنٍ، ةٌ 	
(فا. من اِنْخَفَضَ)	مُنْخَفِضٌ-مُنْخَفِضٌ، ةٌ 	
(فا. من اِنْدَفَعَ)	مُنْدَفِع-مُنْدَفِعٌ، ةٌ 	
(فا. من اِنْدَمَجَ)	مُنْدَمِجٌ-مُنْدَمِجٌ، ةٌ 	
(فا. من اِنْذَهَلَ)	مُنْذَهِلٌ-مُنْذَهِلٌ، ةٌ 	
(فا. من اِنْزَعَجَ)	مُنْزَعِجٌ-مُنْزَعِجٌ، ةٌ 	
(فا. من اِنْسَاقَ)	مُنْسَاقٌ-مُنْسَاقٌ، ة 	
(فا. من اِنْسَجَمَ)	مُنْسَجِمٌ-مُنْسَجِمٌ، ةٌ 	
(فا. من اِنْسَحَبَ)	مُنْسَحِبٌ-مُنْسَحِبٌ، ةٌ 	
(فا. من اِنْسَحَقَ)	مُنْسَحِقٌ-مُنْسَحِقٌ، ةٌ 	
(فا. من اِنْسَلَخَ)	مُنْسَلِخٌ-مُنْسَلِخٌ، ةٌ 	
(فا. من اِنْشَرَحَ)	مُنْشَرِحٌ-مُنْشَرِحٌ، ةٌ 	
(فا. من اِنْشَطَرَ)	مُنْشَطِرٌ-مُنْشَطِرٌ، ةٌ 	
(فا. من اِنْشَغَفَ)	مُنْشَغِفٌ-مُنْشَغِفٌ، ةٌ 	
(فا. من اِنْشَغَلَ)	مُنْشَغِلٌ-مُنْشَغِلٌ، ةٌ 	
(فا. من اِنْشَقَّ)	مُنْشَقٌّ-مُنْشَقٌّ، ةٌ 	
(فا. من اِنْصَرَفَ)	مُنْصَرِفٌ-مُنْصَرِفٌ، ةٌ 	
(فا. من اِنْصَرَمَ)	مُنْصَرِمٌ-مُنْصَرِمٌ، ةٌ 	
(فا. من اِنْضَوَى)	مُنْضَوِي-مُنْضَوٍ، مُنْضَوٍ، ‏ةٌ 	
(فا. من اِنْطَادَ)	مُنْطَادٌ-مُنْطَادٌ، ة 	
(فا. من اِنْطَلَقَ)	مُنْطَلِقٌ-مُنْطَلِقٌ، ة 	
(فا. من اِنْطَوَى)	مُنْطَوِي-مُنْطَوِي، مُنْطَوٍ، ةٌ 	
(فا. من اِنْعَدَمَ)	مُنْعَدِمٌ-مُنْعَدِمٌ، ةٌ 	
(فا. من اِنْعَرَجَ)	مُنْعَرِجٌ-مُنْعَرِجٌ، ةٌ 	
(فا. من اِنْعَزَلَ)	مُنْعَزِلٌ-مُنْعَزِلٌ، ة 	
(فا. من اِنْعَكَسَ)	مُنْعَكِسٌ-مُنْعَكِسٌ، ةٌ 	
(فا. من اِنْفَتَحَ)	مُنْفَتِحٌ-مُنْفَتِحٌ، ةٌ 	
(فا. من اِنْفَجَرَ)	مُنْفَجِرٌ-مُنْفَجِرٌ، ةٌ 	
(فا. من اِنْفَرَجَ)	مُنْفَرِجٌ-مُنْفَرِجٌ، ةٌ 	
(فا. من اِنْفَرَدَ)	مُنْفَرِدٌ-مُنْفَرِدٌ، ةٌ 	
(فا. من اِنْفَصَلَ)	مُنْفَصِلٌ-مُنْفَصِلٌ، ةٌ 	
(فا. من اِنْفَعَلَ)	مُنْفَعِلٌ-مُنْفَعِلٌ، ةٌ 	
(فا. من اِنْقَادَ)	مُنْقَادٌ-مُنْقَادٌ، ةٌ 	
(فا. من اِنْقَبَضَ)	مُنْقَبِضٌ-مُنْقَبِضٌ، ةٌ 	
(فا. من اِنْقَرَضَ)	مُنْقَرِضٌ-مُنْقَرِضٌ، ةٌ 	
(فا. من اِنْقَطَعَ)	مُنْقَطِعٌ-مُنْقَطِعٌ، ةٌ 	
(فا. من اِنْقَلَبَ)	مُنْقَلِبٌ-مُنْقَلِبٌ، ة 	
(فا. من اِنْكَمَشَ)	مُنْكَمِشٌ-مُنْكَمِشٌ، ةٌ 	
(فا. من اِنْهَارَ)	مُنْهَارٌ-مُنْهَارٌ، ةٌ 	
(فا. من اِنْهَزَمَ)	مُنْهَزِمٌ-مُنْهَزِمٌ، ةٌ 	
(فا. من اِنْهَمَرَ)	مُنْهَمِرٌ-مُنْهَمِرٌ، ةٌ 	
(فا. من اِنْهَمَكَ)	مُنْهَمِكٌ-مُنْهَمِكٌ، ةٌ 	
(فا. من اِهْتَاجَ)	مُهْتَاجٌ-مُهْتَاجٌ، ةٌ 	
(فا. من اِهْتَدَى)	مُهْتَدِي-مُهْتَدِي، مُهْتَدٍ، ةُ 	
(فا. من اهْتَرَأَ)	مُهْتَرِئٌ-مُهْتَرِئٌ، ةٌ 	
(فا. من اِهْتَزَّ)	مُهْتَزٌّ-مُهْتَزٌّ، ةٌ 	
(فا. من اِهْتَمَّ)	مُهْتَمٌّ-مُهْتَمٌّ، ةٌ 	
(فا. من بَئِسَ)	بَائِسٌ-بَائِسٌ، ةٌ 	
(فا. من بات)	بَائِتٌ-بَائِتٌ، ة 	
(فا. من باخ)	بَائِخٌ-بَائِخٌ، ة 	
